ZIP,note
94704,"branch failure, trunk wounds, crown clean & thin, lean towards property, suckers"
94708,"branch failure, trunk wounds, deadwood, uneven weight"
94704,"branch failure, uneven weight"
94702,"branch failure, uneven weight"
94705,"branch failure, uneven weight"
94702,"branch failure, uneven weight"
94707,"branch failure, uneven weight"
94710,"branch failure, uneven weight"
94705,"branch failure, uneven weight"
94704,"branch failure, uneven weight"
94703,"branch failure, uneven weight"
94703,"branch failure, uneven weight"
94703,"branch failure, uneven weight"
94706,"branch failure, uneven weight, crown clean & thin, included bark"
94702,"branch failure, uneven weight, included bark, suckers"
94703,"branch failure, uneven weight, multiple bleeding cankers at trunk base, possible phytophthora, powdery mildew, next to basketball courts"
94703,"branch failure, uneven weight, next to utility"
94703,"branch failure, uneven weight, road clearance"
94703,"branch failure, uneven weight, suckers, crossed branches, building clearance"
94704,"branch failure, uneven weight, tip dieback, large trunk wound, slight lean"
94709,branch failures
94707,branch failures
94720,branch failures
94702,branch failures
94702,branch failures
94707,"branch failures , sooty mold, decaying cavity, ganoderma, suckers"
94705,"branch failures at top, crown clean & thin"
94705,"branch failures branch wounds, uneven weight, crowded"
94702,"branch failures, bad pruning cuts"
94708,"branch failures, branch wounds, next to hydrant, weight reduction"
94703,"branch failures, branch wounds, uneven weight, suckers, crossed branches"
94702,"branch failures, corrected lean"
94703,"branch failures, crowded"
94705,"branch failures, crown dieback, in decine"
94703,"branch failures, crown raise"
94710,"branch failures, decay, conks, dieback , cavities , deadwood over path"
94705,"branch failures, endweight reduction, crossed branches, deadwood, crowded"
94703,"branch failures, fireblight, lean, crown dieback"
94705,"branch failures, half crown remaining, uneven weight,"
94704,"branch failures, hanger"
94702,"branch failures, hangers, crown clean & thin"
94709,"branch failures, hangers, dead trunk cambium @ 10', next to power pole anchor, topped"
94702,"branch failures, hangers, hit by vehicles, uneven weight, sooty mold"
94703,"branch failures, headed back, suckers, included bark"
94703,"branch failures, hit by vehicles, trunk wound"
94709,"branch failures, holiday lights, suckers, trunk wounds"
94704,"branch failures, leaf spot, uneven weight, suckers, crossed branches"
94710,"branch failures, next to power pole, uneven weight, slight lean"
94707,"branch failures, no crown, dead"
94705,"branch failures, poor structure, crowded, slight lean towards road"
94707,"branch failures, poor structure, roots wound, growing into power lines"
94703,"branch failures, recently pruned, suckers"
94704,"branch failures, relocate existing sign,"
94704,"branch failures, sidewalk & road clearance, crowded"
94709,"branch failures, sidewalk clearance, uneven weight, palm frond hangers, callousing trunk wound, next to drain line, fireblight"
94703,"branch failures, slight lean towards property, competing leaders, uneven weight"
94704,"branch failures, stub"
94703,"branch failures, stub, crossed branches, crown clean & thin, nest, suckers"
94703,"branch failures, stubs, competing leaders, callousing trunk wound, crown clean & thin"
94705,"branch failures, stubs, corrected lean, previously topped"
94707,"branch failures, stubs, crowded"
94703,"branch failures, stubs, sidewalk clearance"
94705,"branch failures, stubs, uneven weight, next to sewer cleanout"
94703,"branch failures, suckers"
94703,"branch failures, suckers, crowded"
94707,"branch failures, truck split, included bark, topped"
94702,"branch failures, trunk cavity, uneven weight, branch wounds, hit by vehicles"
94720,"branch failures, trunk wounds, girdling roots"
94704,"branch failures, under sweet gum, crowded"
94709,"branch failures, uneven weight, endweight reduction"
94704,"branch failures, uneven weight, sign clearance"
94708,"branch splitting, branch wound, lean over road, crown dieback, almost dead"
94703,branch tape
94703,branch terminals pruned out
94703,branch wound
94709,branch wound
94703,branch wound
94707,branch wound
94708,branch wound
94707,branch wound
94703,branch wound
94707,branch wound
94707,"branch wound & decay, deadwood, roots cut, next to utility"
94707,"branch wound decaying,"
94707,"branch wound, bad pruning cuts"
94707,"branch wound, branch cavities, root wounds"
94708,"branch wound, branch failure, branch split, hit by trucks, slight lean over road, topped"
94707,"branch wound, crossed branches"
94703,"branch wound, crossed branches, crowded, slight lean towards property, uneven weight"
94707,"branch wound, crossed branches, lean over road, weight reduction"
94705,"branch wound, crowded"
94705,"branch wound, crowded, hanger,"
94703,"branch wound, crown clean & thin, suckers, previously topped"
94705,"branch wound, dead cambium, lean over road,  poor structure, topped, deadwood,"
94707,"branch wound, deadwood, crown dieback"
94708,"branch wound, deadwood, hit by trunks, curved trunk, lean over road, road clearance, ivy on trunk"
94707,"branch wound, deadwood, uneven weight,"
94705,"branch wound, growing over curb, next to power pole, lean over road, witch's broom, light clearance,"
94707,"branch wound, hit by truck, uneven weight, crown raise, next to utility"
94708,"branch wound, hit by trucks, slight lean, uneven weight"
94704,"branch wound, included bark"
94704,"branch wound, included bark,"
94707,"branch wound, large trunk wound, deadwood, growing over sidewalk, breaking curb"
94708,"branch wound, lean over road, uneven weight, weight reduction, ivy on trunk"
94704,"branch wound, lean towards property, crossed branches, under power pole anchor"
94704,"branch wound, lean towards sidewalk, needs stake"
94705,"branch wound, lean towards the road,"
94705,"branch wound, next to storm drain, next to utility, slight lean towards the sidewalk, curved trunk, crown clean and thin"
94708,"branch wound, next to utility"
94707,"branch wound, next to utility  topped, poor structure, crossed branches, nest, bad pruning cuts"
94708,"branch wound, next to utility, bad pruning cuts, next to sign"
94708,"branch wound, next to utility, next to power pole, lifting the curb 4'', building clearance"
94709,"branch wound, road & sign clearance"
94709,"branch wound, road clearance, next to utility, included bark"
94703,"branch wound, rubbing against tree guard"
94707,"branch wound, slight lean"
94707,"branch wound, slight lean over sidewalk, building clearance"
94704,"branch wound, slight lean, topped,"
94704,"branch wound, small deadwood"
94707,"branch wound, topped, uneven weight"
94707,"branch wound, trunk wound"
94707,"branch wound, trunk wound, deadwood"
94708,"branch wound, under dying large oak, lean over property, topped"
94708,"branch wound, under pine"
94707,"branch wound, uneven growth, slight lean, white plastic trunk guard"
94707,"branch wound, uneven weight"
94704,"branch wound, uneven weight, crossed branches"
94708,"branch wound, waterspraugh,"
94708,"branch wound, weight reduction, road clearance, next to storm drain"
94707,branch wounds
94705,branch wounds
94710,branch wounds
94707,branch wounds
94710,branch wounds
94703,branch wounds
94707,branch wounds
94702,branch wounds
94708,branch wounds
94703,branch wounds
94707,branch wounds
94703,branch wounds
94710,branch wounds
94710,branch wounds
94707,"branch wounds & cavities, cabled limbs, hit by trucks, deadwood,"
94707,"branch wounds & cavities, grafted"
94710,"branch wounds , building clearance"
94710,"branch wounds , building clearance , crown clean thin"
94703,"branch wounds , crowded"
94702,"branch wounds , crown clean thin"
94710,"branch wounds , crown clean thin"
94710,"branch wounds , crown clean thin"
94702,"branch wounds , crown clean thin"
94710,"branch wounds , crown clean thin"
94705,"branch wounds , crown clean thin"
94702,"branch wounds , crown clean thin"
94702,"branch wounds , crown clean thin , between bathrooms and path"
94710,"branch wounds , dieback"
94703,"branch wounds , included bark"
94710,"branch wounds , included bark , crowded , crown clean thin"
94703,"branch wounds , included bark , pushing out curb, close to utility"
94703,"branch wounds , lifting sidewalk"
94703,"branch wounds , pruning stubs, crown clean thin"
94703,"branch wounds , sidewalk clearance"
94702,"branch wounds , sooty mold"
94710,"branch wounds , sooty mold , stubs, crown clean thin"
94703,"branch wounds , stubs, close to utility pole"
94703,"branch wounds , tanglefoot on trunk"
94703,"branch wounds , thrips damage"
94703,"branch wounds , trunk wound"
94702,"branch wounds , trunk wound , crown clean thin"
94702,"branch wounds , uneven weight , crown clean thin"
94708,"branch wounds from maintenance trucks, curved leaders"
94707,"branch wounds w/decay, diseased"
94703,"branch wounds,"
94704,"branch wounds, between utilities"
94709,"branch wounds, between utilities"
94705,"branch wounds, branch failure"
94707,"branch wounds, branch failure"
94708,"branch wounds, bransh spli, hit by truck, next to utility, crowded"
94703,"branch wounds, close to utility"
94720,"branch wounds, competing leaders, bad prunning cuts"
94709,"branch wounds, crowded"
94704,"branch wounds, crowded , included bark"
94707,"branch wounds, crowded, branches hit"
94705,"branch wounds, crowded, deadwood,"
94705,"branch wounds, crowded, deadwood, end weight reduction, crossed branches,"
94705,"branch wounds, crowded, deadwood, next to utility,"
94704,"branch wounds, crowded, deadwood, weight reduction, girdling root, crowded"
94710,"branch wounds, crown clean & thin, bowed crown"
94705,"branch wounds, crown dieback, competing leaders, on leader is dead, lean towards the road, road clearance,"
94705,"branch wounds, curved trunk, next to utility,"
94708,"branch wounds, deadwood,"
94705,"branch wounds, deadwood, crown clean and thin,"
94707,"branch wounds, deadwood, weight reduction, topped"
94707,"branch wounds, deadwood, weight reduction, uneven weight, bad pruning cuts, crown raise"
94703,"branch wounds, exposed roots"
94704,"branch wounds, hit by trucks"
94708,"branch wounds, hit by trucks"
94709,"branch wounds, hit by trucks"
94720,"branch wounds, hit by trucks, branch failure, uneven weight, light clearance, next to utility"
94703,"branch wounds, hit by trucks, holiday lights, endweight reduction over property"
94704,"branch wounds, hit by trucks, no construction barrier, next to utility, trunk wound, suckers, crown dieback"
94704,"branch wounds, hit by trucks, sooty mold, uneven weight"
94704,"branch wounds, hit by vehicles"
94709,"branch wounds, hit by vehicles"
94704,"branch wounds, hit by vehicles, breaking curb, next to drain line, uneven weight, root crown wounds, next to hydrant"
94708,"branch wounds, hit by vehicles, corrected lean"
94704,"branch wounds, hit by vehicles, crowded"
94702,"branch wounds, hit by vehicles, crowded, uneven weight, next to sewer cleanout"
94709,"branch wounds, hit by vehicles, crown clean & thin, crossed branches"
94703,"branch wounds, hit by vehicles, decaying pruning cuts, endweight reduction"
94710,"branch wounds, hit by vehicles, included bark, sooty mold"
94710,"branch wounds, hit by vehicles, road clearance,"
94710,"branch wounds, hit by vehicles, road clearance, slight lean"
94703,"branch wounds, hit by vehicles, road clearance, trunk scratched"
94707,"branch wounds, hit by vehicles, road clearance, vine growing into crown, trunk wound, scaffold removed"
94703,"branch wounds, hit by vehicles, root wounds"
94706,"branch wounds, hit by vehicles, sign clearance"
94703,"branch wounds, hit by vehicles, trunk wound, included bark"
94704,"branch wounds, hit by vehicles, uneven weight, sidewalk & building clearance"
94705,"branch wounds, hit by vehicles, uneven weight, under Norfolk Island Pine"
94710,"branch wounds, hit by vehicles, weight reduction"
94705,"branch wounds, included bark"
94704,"branch wounds, included bark, competing leaders, next to power pole,"
94704,"branch wounds, included bark, deadwood, crowded, next to sign,"
94708,"branch wounds, insect exit sites, under sycamore"
94708,"branch wounds, lean over driveway, next to utility, crossed branches, crowded"
94705,"branch wounds, lean towards the road, crown clean and thin, road clearance, small deadwood"
94704,"branch wounds, next to power pole, kinked trunk"
94707,"branch wounds, next to utility  hit by trucks, included bark"
94704,"branch wounds, next to utility, deadwood, included bark, crowded"
94709,"branch wounds, road clearance"
94704,"branch wounds, road clearance"
94705,"branch wounds, road clearance, crowded, crossed branches, exposed roots, weight reduction"
94705,"branch wounds, road clearance, crowded, slight lean towards driveway,"
94707,"branch wounds, root wounds, next to power pole & sewer cleanout, road & sidewalk clearance"
94709,"branch wounds, rubbing against tree guard"
94703,"branch wounds, slight lean towards property"
94708,"branch wounds, slight lean, bad pruning cuts, recently pruned, uneven weight"
94707,"branch wounds, slight lean, sidewalk & road clearance"
